OBJECTID,TypeCode,LandUseTyp,Street,Price,ARPrice,ORPrice
42906,NNO,Existing Residential, ,0,0,0
42907,NNO,Existing Residential, ,0,0,0
42908,NNO,Existing Residential, ,0,0,0
42909,NNO,Existing Residential, ,0,0,0
42910,NNO,Existing Residential, ,0,0,0
42911,NNO,Existing Residential, ,0,0,0
42912,NNO,Existing Residential, ,0,0,0
42913,NNO,Existing Residential, ,0,0,0
42914,NNO,Existing Residential, ,0,0,0
42915,NNO,Existing Residential, ,0,0,0
42916,NNO,Existing Residential, ,0,0,0
42917,NNO,Existing Residential, ,0,0,0
42918,NNO,Existing Residential, ,0,0,0
42919,NNO,Existing Residential, ,0,0,0
42920,NNO,Existing Residential, ,0,0,0
42921,NNO,Existing Residential, ,0,0,0
42922,NNO,Existing Residential, ,0,0,0
42923,NNO,Existing Residential, ,0,0,0
42924,NNO,Existing Residential, ,0,0,0
42925,NNO,Existing Residential, ,0,0,0
42926,NNO,Existing Residential, ,0,0,0
42927,NNO,Existing Residential, ,0,0,0
42928,NNO,Existing Residential, ,0,0,0
42929,NNO,Existing Residential, ,0,0,0
42930,NNO,Existing Residential, ,0,0,0
42931,NNO,Existing Residential,Doan Van Bo,180.18,0,0
42932,NNO,Existing Residential, ,0,0,0
42933,NNO,Existing Residential, ,0,0,0
42934,NNO,Existing Residential, ,0,0,0
42935,NNO,Existing Residential, ,0,0,0
42936,NNO,Existing Residential,Nguyen Huu Hao,118.03,0,0
42937,NNO,Existing Residential, ,0,0,0
42938,NNO,Existing Residential, ,0,0,0
42939,NNO,Existing Residential, ,0,0,0
42940,NNO,Existing Residential, ,0,0,0
42941,NNO,Existing Residential, ,0,0,0
42942,NNO,Existing Residential, ,0,0,0
42943,NNO,Existing Residential, ,0,0,0
42944,NNO,Existing Residential, ,0,0,0
42945,NNO,Existing Residential, ,0,0,0
42946,NNO,Existing Residential, ,0,0,0
42947,NNO,Existing Residential, ,0,0,0
42948,NNO,Existing Residential, ,0,0,0
42949,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
42950,NNO,Existing Residential,Ton Dan,181.05,0,0
42951,NNO,Existing Residential,Ton Dan,181.05,0,0
42952,NNO,Existing Residential, ,0,0,0
42953,NNO,Existing Residential, ,0,0,0
42954,NNO,Existing Residential, ,0,0,0
42955,NNO,Existing Residential, ,0,0,0
42956,NNO,Existing Residential, ,0,0,0
42957,NNO,Existing Residential, ,0,0,0
42958,NNO,Existing Residential,Hoang Dieu,290.29,0,0
42959,NNO,Existing Residential, ,0,0,0
42960,NNO,Existing Residential, ,0,0,0
42961,NNO,Existing Residential, ,0,0,0
42962,NNO,Existing Residential, ,0,0,0
42963,NNO,Existing Residential,Nguyen Huu Hao,118.03,0,0
42964,NNO,Existing Residential, ,0,0,0
42965,NNO,Existing Residential, ,0,0,0
42966,NNO,Existing Residential, ,0,0,0
42967,NNO,Existing Residential, ,0,0,0
42968,NNO,Existing Residential, ,0,0,0
42969,NNO,Existing Residential, ,0,0,0
42970,NNO,Existing Residential, ,0,0,0
42971,NNO,Existing Residential, ,0,0,0
42972,NNO,Existing Residential, ,0,0,0
42973,NNO,Existing Residential, ,0,0,0
42974,NNO,Existing Residential, ,0,0,0
42975,NNO,Existing Residential, ,0,0,0
42976,NNO,Existing Residential, ,0,0,0
42977,NNO,Existing Residential,Ton Dan,181.05,0,0
42978,NNO,Existing Residential, ,0,0,0
42979,NNO,Existing Residential, ,0,0,0
42980,NNO,Existing Residential,Xom Chieu,180.04,0,0
42981,NNO,Existing Residential, ,0,0,0
42982,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
42983,NNO,Existing Residential, ,0,0,0
42984,NNO,Existing Residential,Hoang Dieu,290.29,0,0
42985,NNO,Existing Residential, ,0,0,0
42986,NNO,Existing Residential,Doan Van Bo,180.18,0,0
42987,NNO,Existing Residential, ,0,0,0
42988,NNO,Existing Residential, ,0,0,0
42989,NNO,Existing Residential, ,0,0,0
42990,NNO,Existing Residential, ,0,0,0
42991,GD,Educational, ,0,0,0
42992,NNO,Existing Residential, ,0,0,0
42993,NNO,Existing Residential, ,0,0,0
42994,NNO,Existing Residential, ,0,0,0
42995,NNO,Existing Residential, ,0,0,0
42996,NNO,Existing Residential, ,0,0,0
42997,NNO,Existing Residential, ,0,0,0
42998,NNO,Existing Residential, ,0,0,0
42999,NNO,Existing Residential, ,0,0,0
43000,NNO,Existing Residential, ,0,0,0
43001,NNO,Existing Residential, ,0,0,0
43002,NNO,Existing Residential, ,0,0,0
43003,NNO,Existing Residential, ,0,0,0
43004,NNO,Existing Residential, ,0,0,0
43005,NNO,Existing Residential, ,0,0,0
43006,NNO,Existing Residential, ,0,0,0
43007,NNO,Existing Residential, ,0,0,0
43008,NNO,Existing Residential,Xom Chieu,180.04,0,0
43009,NNO,Existing Residential, ,0,0,0
43010,NNO,Existing Residential, ,0,0,0
43011,NNO,Existing Residential, ,0,0,0
43012,NNO,Existing Residential, ,0,0,0
43013,NNO,Existing Residential, ,0,0,0
43014,NNO,Existing Residential,Hoang Dieu,290.29,0,0
43015,NNO,Existing Residential, ,0,0,0
43016,NNO,Existing Residential, ,0,0,0
43017,NNO,Existing Residential, ,0,0,0
43018,NNO,Existing Residential, ,0,0,0
43019,GD,Educational, ,0,0,0
43020,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
43021,NNO,Existing Residential, ,0,0,0
43022,NNO,Existing Residential, ,0,0,0
43023,NNO,Existing Residential, ,0,0,0
43024,NNO,Existing Residential, ,0,0,0
43025,NNO,Existing Residential, ,0,0,0
43026,NNO,Existing Residential, ,0,0,0
43027,NNO,Existing Residential, ,0,0,0
43028,NNO,Existing Residential, ,0,0,0
43029,NNO,Existing Residential, ,0,0,0
43030,NNO,Existing Residential, ,0,0,0
43031,NNO,Existing Residential, ,0,0,0
43032,NNO,Existing Residential, ,0,0,0
43033,NNO,Existing Residential, ,0,0,0
43034,NNO,Existing Residential, ,0,0,0
43035,NNO,Existing Residential, ,0,0,0
43036,NNO,Existing Residential, ,0,0,0
43037,NNO,Existing Residential,Vinh Hoi,232.6,0,0
43038,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
43039,NNO,Existing Residential, ,0,0,0
43040,NNO,Existing Residential,Hoang Dieu,290.29,0,0
43041,NNO,Existing Residential, ,0,0,0
43042,NNO,Existing Residential,Doan Van Bo,180.18,0,0
43043,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
43044,NNO,Existing Residential, ,0,0,0
43045,NNO,Existing Residential, ,0,0,0
43046,NNO,Existing Residential, ,0,0,0
43047,GD,Educational, ,0,0,0
43048,NNO,Existing Residential, ,0,0,0
43049,NNO,Existing Residential, ,0,0,0
43050,NNO,Existing Residential, ,0,0,0
43051,NNO,Existing Residential, ,0,0,0
43052,NNO,Existing Residential, ,0,0,0
43053,NNO,Existing Residential, ,0,0,0
43054,NNO,Existing Residential, ,0,0,0
43055,NNO,Existing Residential, ,0,0,0
43056,NNO,Existing Residential, ,0,0,0
43057,NNO,Existing Residential, ,0,0,0
43058,NNO,Existing Residential, ,0,0,0
43059,NNO,Existing Residential, ,0,0,0
43060,NNO,Existing Residential, ,0,0,0
43061,NNO,Existing Residential, ,0,0,0
43062,NNO,Existing Residential,Ton Dan,181.05,0,0
43063,NNO,Existing Residential, ,0,0,0
43064,NNO,Existing Residential, ,0,0,0
43065,NNO,Existing Residential, ,0,0,0
43066,NNO,Existing Residential, ,0,0,0
43067,NNO,Existing Residential, ,0,0,0
43068,NNO,Existing Residential,Le Van Linh,310.55,0,0
43069,NNO,Existing Residential, ,0,0,0
43070,NNO,Existing Residential,Doan Van Bo,180.18,0,0
43071,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
43072,NNO,Existing Residential, ,0,0,0
43073,NNO,Existing Residential, ,0,0,0
43074,NNO,Existing Residential, ,0,0,0
43075,NNO,Existing Residential, ,0,0,0
43076,NNO,Existing Residential, ,0,0,0
43077,NNO,Existing Residential, ,0,0,0
43078,NNO,Existing Residential, ,0,0,0
43079,NNO,Existing Residential, ,0,0,0
43080,NNO,Existing Residential, ,0,0,0
43081,NNO,Existing Residential, ,0,0,0
43082,NNO,Existing Residential, ,0,0,0
43083,NNO,Existing Residential, ,0,0,0
43084,NNO,Existing Residential, ,0,0,0
43085,NNO,Existing Residential, ,0,0,0
43086,NNO,Existing Residential, ,0,0,0
43087,NNO,Existing Residential, ,0,0,0
43088,NNO,Existing Residential, ,0,0,0
43089,NNO,Existing Residential,Ton Dan,181.05,0,0
43090,NNO,Existing Residential, ,0,0,0
43091,NNO,Existing Residential, ,0,0,0
43092,NNO,Existing Residential, ,0,0,0
43093,NNO,Existing Residential, ,0,0,0
43094,NNO,Existing Residential, ,0,0,0
43095,NNO,Existing Residential, ,0,0,0
43096,NNO,Existing Residential,Le Van Linh,310.55,0,0
43097,NNO,Existing Residential, ,0,0,0
43098,NNO,Existing Residential,Hoang Dieu,290.29,0,0
43099,NNO,Existing Residential, ,0,0,0
43100,NNO,Existing Residential, ,0,0,0
43101,NNO,Existing Residential, ,0,0,0
43102,NNO,Existing Residential, ,0,0,0
43103,NNO,Existing Residential, ,0,0,0
43104,NNO,Existing Residential, ,0,0,0
43105,NNO,Existing Residential,Vinh Khanh,246.49,0,0
43106,NNO,Existing Residential, ,0,0,0
43107,NNO,Existing Residential, ,0,0,0
43108,NNO,Existing Residential, ,0,0,0
43109,NNO,Existing Residential, ,0,0,0
43110,NNO,Existing Residential, ,0,0,0
43111,NNO,Existing Residential, ,0,0,0
43112,NNO,Existing Residential, ,0,0,0
43113,NNO,Existing Residential, ,0,0,0
43114,NNO,Existing Residential, ,0,0,0
43115,NNO,Existing Residential, ,0,0,0
43116,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
43117,NNO,Existing Residential, ,0,0,0
43118,NNO,Existing Residential, ,0,0,0
43119,NNO,Existing Residential, ,0,0,0
43120,NNO,Existing Residential, ,0,0,0
43121,NNO,Existing Residential, ,0,0,0
43122,NNO,Existing Residential, ,0,0,0
43123,NNO,Existing Residential, ,0,0,0
43124,NNO,Existing Residential,Le Van Linh,310.55,0,0
43125,NNO,Existing Residential, ,0,0,0
43126,NNO,Existing Residential,Doan Van Bo,180.18,0,0
43127,NNO,Existing Residential, ,0,0,0
43128,NNO,Existing Residential,Vinh Khanh,246.49,0,0
43129,NNO,Existing Residential, ,0,0,0
43130,GD,Educational, ,0,0,0
43131,NNO,Existing Residential, ,0,0,0
43132,NNO,Existing Residential,Vinh Khanh,246.49,0,0
43133,NNO,Existing Residential, ,0,0,0
43134,NNO,Existing Residential, ,0,0,0
43135,NNO,Existing Residential, ,0,0,0
43136,NNO,Existing Residential, ,0,0,0
43137,NNO,Existing Residential, ,0,0,0
43138,NNO,Existing Residential, ,0,0,0
43139,NNO,Existing Residential, ,0,0,0
43140,NNO,Existing Residential, ,0,0,0
43141,NNO,Existing Residential, ,0,0,0
43142,NNO,Existing Residential, ,0,0,0
43143,NNO,Existing Residential, ,0,0,0
43144,NNO,Existing Residential, ,0,0,0
43145,NNO,Existing Residential, ,0,0,0
43146,NNO,Existing Residential, ,0,0,0
43147,NNO,Existing Residential,Xom Chieu,180.04,0,0
43148,NNO,Existing Residential, ,0,0,0
43149,NNO,Existing Residential, ,0,0,0
43150,NNO,Existing Residential, ,0,0,0
43151,NNO,Existing Residential,Le Van Linh,310.55,0,0
43152,NNO,Existing Residential, ,0,0,0
43153,NNO,Existing Residential,Hoang Dieu,290.29,0,0
43154,NNO,Existing Residential, ,0,0,0
43155,NNO,Existing Residential,Vinh Khanh,246.49,0,0
43156,NNO,Existing Residential, ,0,0,0
43157,NNO,Existing Residential, ,0,0,0
43158,NNO,Existing Residential, ,0,0,0
43159,NNO,Existing Residential, ,0,0,0
43160,NNO,Existing Residential, ,0,0,0
43161,NNO,Existing Residential,Xom Chieu,180.04,0,0
43162,NNO,Existing Residential, ,0,0,0
43163,NNO,Existing Residential, ,0,0,0
43164,NNO,Existing Residential, ,0,0,0
43165,NNO,Existing Residential, ,0,0,0
43166,NNO,Existing Residential, ,0,0,0
43167,NNO,Existing Residential, ,0,0,0
43168,NNO,Existing Residential, ,0,0,0
43169,NNO,Existing Residential, ,0,0,0
43170,NNO,Existing Residential, ,0,0,0
43171,NNO,Existing Residential, ,0,0,0
43172,NNO,Existing Residential, ,0,0,0
43173,NNO,Existing Residential, ,0,0,0
43174,NNO,Existing Residential, ,0,0,0
43175,NNO,Existing Residential, ,0,0,0
43176,NNO,Existing Residential, ,0,0,0
43177,NNO,Existing Residential, ,0,0,0
43178,NNO,Existing Residential, ,0,0,0
43179,NNO,Existing Residential, ,0,0,0
43180,NNO,Existing Residential,Hoang Dieu,290.29,0,0
43181,NNO,Existing Residential, ,0,0,0
43182,NNO,Existing Residential, ,0,0,0
43183,NNO,Existing Residential, ,0,0,0
43184,NNO,Existing Residential, ,0,0,0
43185,NNO,Existing Residential, ,0,0,0
43186,NNO,Existing Residential, ,0,0,0
43187,NNO,Existing Residential, ,0,0,0
43188,NNO,Existing Residential, ,0,0,0
43189,NNO,Existing Residential, ,0,0,0
43190,NNO,Existing Residential, ,0,0,0
43191,NNO,Existing Residential, ,0,0,0
43192,NNO,Existing Residential, ,0,0,0
43193,NNO,Existing Residential, ,0,0,0
43194,NNO,Existing Residential, ,0,0,0
43195,NNO,Existing Residential, ,0,0,0
43196,NNO,Existing Residential, ,0,0,0
43197,NNO,Existing Residential, ,0,0,0
43198,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
43199,NNO,Existing Residential, ,0,0,0
43200,NNO,Existing Residential, ,0,0,0
43201,NNO,Existing Residential, ,0,0,0
43202,NNO,Existing Residential, ,0,0,0
43203,NNO,Existing Residential, ,0,0,0
43204,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
43205,NNO,Existing Residential, ,0,0,0
43206,NNO,Existing Residential, ,0,0,0
43207,NNO,Existing Residential, ,0,0,0
43208,NNO,Existing Residential,Doan Van Bo,180.18,0,0
43209,NNO,Existing Residential, ,0,0,0
43210,NNO,Existing Residential, ,0,0,0
43211,NNO,Existing Residential, ,0,0,0
43212,NNO,Existing Residential, ,0,0,0
43213,NNO,Existing Residential, ,0,0,0
43214,NNO,Existing Residential, ,0,0,0
43215,NNO,Existing Residential, ,0,0,0
43216,NNO,Existing Residential, ,0,0,0
43217,NNO,Existing Residential, ,0,0,0
43218,NNO,Existing Residential, ,0,0,0
43219,NNO,Existing Residential, ,0,0,0
43220,NNO,Existing Residential, ,0,0,0
43221,NNO,Existing Residential, ,0,0,0
43222,NNO,Existing Residential, ,0,0,0
43223,NNO,Existing Residential, ,0,0,0
43224,NNO,Existing Residential, ,0,0,0
43225,NNO,Existing Residential, ,0,0,0
43226,NNO,Existing Residential, ,0,0,0
43227,NNO,Existing Residential,Ton Dan,181.05,0,0
43228,NNO,Existing Residential, ,0,0,0
43229,NNO,Existing Residential, ,0,0,0
43230,NNO,Existing Residential, ,0,0,0
43231,NNO,Existing Residential, ,0,0,0
43232,NNO,Existing Residential, ,0,0,0
43233,NNO,Existing Residential,Le Van Linh,310.55,0,0
43234,NNO,Existing Residential, ,0,0,0
43235,NNO,Existing Residential,Doan Van Bo,180.18,0,0
43236,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
43237,NNO,Existing Residential, ,0,0,0
43238,NNO,Existing Residential, ,0,0,0
43239,NNO,Existing Residential, ,0,0,0
43240,NNO,Existing Residential, ,0,0,0
43241,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
43242,NNO,Existing Residential, ,0,0,0
43243,NNO,Existing Residential, ,0,0,0
43244,NNO,Existing Residential, ,0,0,0
43245,NNO,Existing Residential, ,0,0,0
43246,NNO,Existing Residential, ,0,0,0
43247,NNO,Existing Residential, ,0,0,0
43248,NNO,Existing Residential, ,0,0,0
43249,NNO,Existing Residential, ,0,0,0
43250,NNO,Existing Residential,Ben Van Don,265.65,0,0
43251,NNO,Existing Residential, ,0,0,0
43252,NNO,Existing Residential, ,0,0,0
43253,NNO,Existing Residential, ,0,0,0
43254,NNO,Existing Residential, ,0,0,0
43255,NNO,Existing Residential, ,0,0,0
43256,NNO,Existing Residential, ,0,0,0
43257,NNO,Existing Residential, ,0,0,0
43258,NNO,Existing Residential, ,0,0,0
43259,NNO,Existing Residential, ,0,0,0
43260,NNO,Existing Residential, ,0,0,0
43261,NNO,Existing Residential,Le Van Linh,310.55,0,0
43262,NNO,Existing Residential, ,0,0,0
43263,NNO,Existing Residential,Doan Van Bo,180.18,0,0
43264,NNO,Existing Residential, ,0,0,0
43265,NNO,Existing Residential, ,0,0,0
43266,NNO,Existing Residential, ,0,0,0
43267,NNO,Existing Residential, ,0,0,0
43268,NNO,Existing Residential, ,0,0,0
43269,NNO,Existing Residential, ,0,0,0
43270,NNO,Existing Residential, ,0,0,0
43271,NNO,Existing Residential, ,0,0,0
43272,NNO,Existing Residential, ,0,0,0
43273,NNO,Existing Residential, ,0,0,0
43274,NNO,Existing Residential, ,0,0,0
43275,NNO,Existing Residential, ,0,0,0
43276,NNO,Existing Residential, ,0,0,0
43277,NNO,Existing Residential, ,0,0,0
43278,NNO,Existing Residential, ,0,0,0
43279,NNO,Existing Residential, ,0,0,0
43280,NNO,Existing Residential, ,0,0,0
43281,NNO,Existing Residential, ,0,0,0
43282,NNO,Existing Residential, ,0,0,0
43283,NNO,Existing Residential, ,0,0,0
43284,NNO,Existing Residential, ,0,0,0
43285,NNO,Existing Residential,Xom Chieu,180.04,0,0
43286,NNO,Existing Residential, ,0,0,0
43287,NNO,Existing Residential, ,0,0,0
43288,NNO,Existing Residential, ,0,0,0
43289,NNO,Existing Residential, ,0,0,0
43290,NNO,Existing Residential, ,0,0,0
43291,NNO,Existing Residential,Doan Van Bo,180.18,0,0
43292,NNO,Existing Residential, ,0,0,0
43293,NNO,Existing Residential, ,0,0,0
43294,NNO,Existing Residential, ,0,0,0
43295,NNO,Existing Residential, ,0,0,0
43296,NNO,Existing Residential, ,0,0,0
43297,NNO,Existing Residential, ,0,0,0
43298,NNO,Existing Residential, ,0,0,0
43299,NNO,Existing Residential, ,0,0,0
43300,NNO,Existing Residential, ,0,0,0
43301,NNO,Existing Residential, ,0,0,0
43302,NNO,Existing Residential, ,0,0,0
43303,NNO,Existing Residential, ,0,0,0
43304,NNO,Existing Residential, ,0,0,0
43305,NNO,Existing Residential, ,0,0,0
43306,NNO,Existing Residential, ,0,0,0
43307,NNO,Existing Residential, ,0,0,0
43308,NNO,Existing Residential, ,0,0,0
43309,NNO,Existing Residential, ,0,0,0
43310,NNO,Existing Residential, ,0,0,0
43311,NNO,Existing Residential, ,0,0,0
43312,NNO,Existing Residential, ,0,0,0
43313,NNO,Existing Residential, ,0,0,0
43314,NNO,Existing Residential, ,0,0,0
43315,NNO,Existing Residential, ,0,0,0
43316,NNO,Existing Residential, ,0,0,0
43317,NNO,Existing Residential,Le Van Linh,310.55,0,0
43318,NNO,Existing Residential, ,0,0,0
43319,NNO,Existing Residential,Doan Van Bo,180.18,0,0
43320,NNO,Existing Residential, ,0,0,0
43321,NNO,Existing Residential,Vinh Khanh,246.49,0,0
43322,NNO,Existing Residential, ,0,0,0
43323,NNO,Existing Residential, ,0,0,0
43324,NNO,Existing Residential, ,0,0,0
43325,NNO,Existing Residential, ,0,0,0
43326,NNO,Existing Residential, ,0,0,0
43327,NNO,Existing Residential, ,0,0,0
43328,NNO,Existing Residential, ,0,0,0
43329,NNO,Existing Residential, ,0,0,0
43330,NNO,Existing Residential, ,0,0,0
43331,NNO,Existing Residential, ,0,0,0
43332,NNO,Existing Residential, ,0,0,0
43333,NNO,Existing Residential, ,0,0,0
43334,NNO,Existing Residential, ,0,0,0
43335,NNO,Existing Residential, ,0,0,0
43336,NNO,Existing Residential, ,0,0,0
43337,NNO,Existing Residential, ,0,0,0
43338,NNO,Existing Residential, ,0,0,0
43339,NNO,Existing Residential, ,0,0,0
43340,NNO,Existing Residential, ,0,0,0
43341,NNO,Existing Residential, ,0,0,0
43342,NNO,Existing Residential, ,0,0,0
43343,NNO,Existing Residential, ,0,0,0
43344,NNO,Existing Residential, ,0,0,0
43345,NNO,Existing Residential, ,0,0,0
43346,NNO,Existing Residential, ,0,0,0
43347,NNO,Existing Residential, ,0,0,0
43348,NNO,Existing Residential, ,0,0,0
43349,NNO,Existing Residential, ,0,0,0
43350,NNO,Existing Residential, ,0,0,0
43351,NNO,Existing Residential, ,0,0,0
43352,NNO,Existing Residential, ,0,0,0
43353,NNO,Existing Residential, ,0,0,0
43354,NNO,Existing Residential, ,0,0,0
43355,NNO,Existing Residential, ,0,0,0
43356,NNO,Existing Residential, ,0,0,0
43357,NNO,Existing Residential, ,0,0,0
43358,NNO,Existing Residential, ,0,0,0
43359,NNO,Existing Residential, ,0,0,0
43360,NNO,Existing Residential, ,0,0,0
43361,NNO,Existing Residential, ,0,0,0
43362,NNO,Existing Residential,Ben Van Don,265.65,0,0
43363,NNO,Existing Residential, ,0,0,0
43364,NNO,Existing Residential,Vinh Hoi,232.6,0,0
43365,NNO,Existing Residential, ,0,0,0
43366,NNO,Existing Residential, ,0,0,0
43367,NNO,Existing Residential,Ton Dan,181.05,0,0
43368,NNO,Existing Residential, ,0,0,0
43369,NNO,Existing Residential, ,0,0,0
43370,NNO,Existing Residential, ,0,0,0
43371,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
43372,NNO,Existing Residential, ,0,0,0
43373,NNO,Existing Residential,Le Van Linh,310.55,0,0
43374,NNO,Existing Residential, ,0,0,0
43375,NNO,Existing Residential,Doan Van Bo,180.18,0,0
43376,NNO,Existing Residential, ,0,0,0
43377,NNO,Existing Residential,Vinh Khanh,246.49,0,0
43378,NNO,Existing Residential, ,0,0,0
43379,NNO,Existing Residential, ,0,0,0
43380,NNO,Existing Residential, ,0,0,0
43381,NNO,Existing Residential, ,0,0,0
43382,NNO,Existing Residential, ,0,0,0
43383,NNO,Existing Residential, ,0,0,0
43384,NNO,Existing Residential, ,0,0,0
43385,NNO,Existing Residential, ,0,0,0
43386,NNO,Existing Residential, ,0,0,0
43387,NNO,Existing Residential, ,0,0,0
43388,NNO,Existing Residential, ,0,0,0
43389,NNO,Existing Residential, ,0,0,0
43390,NNO,Existing Residential, ,0,0,0
43391,NNO,Existing Residential, ,0,0,0
43392,NNO,Existing Residential, ,0,0,0
43393,NNO,Existing Residential, ,0,0,0
43394,NNO,Existing Residential,Ton Dan,181.05,0,0
43395,NNO,Existing Residential, ,0,0,0
43396,NNO,Existing Residential, ,0,0,0
43397,NNO,Existing Residential, ,0,0,0
43398,NNO,Existing Residential, ,0,0,0
43399,NNO,Existing Residential, ,0,0,0
43400,NNO,Existing Residential, ,0,0,0
43401,NNO,Existing Residential, ,0,0,0
43402,NNO,Existing Residential, ,0,0,0
43403,NNO,Existing Residential, ,0,0,0
43404,NNO,Existing Residential, ,0,0,0
43405,NNO,Existing Residential, ,0,0,0
43406,NNO,Existing Residential, ,0,0,0
43407,NNO,Existing Residential, ,0,0,0
43408,NNO,Existing Residential, ,0,0,0
43409,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
43410,NNO,Existing Residential, ,0,0,0
43411,NNO,Existing Residential, ,0,0,0
43412,NNO,Existing Residential, ,0,0,0
43413,NNO,Existing Residential, ,0,0,0
43414,NNO,Existing Residential, ,0,0,0
43415,NNO,Existing Residential, ,0,0,0
43416,NNO,Existing Residential, ,0,0,0
43417,NNO,Existing Residential, ,0,0,0
43418,NNO,Existing Residential, ,0,0,0
43419,NNO,Existing Residential, ,0,0,0
43420,NNO,Existing Residential, ,0,0,0
43421,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
43422,NNO,Existing Residential, ,0,0,0
43423,NNO,Existing Residential, ,0,0,0
43424,NNO,Existing Residential, ,0,0,0
43425,NNO,Existing Residential,Xom Chieu,180.04,0,0
43426,NNO,Existing Residential, ,0,0,0
43427,NNO,Existing Residential, ,0,0,0
43428,NNO,Existing Residential, ,0,0,0
43429,NNO,Existing Residential, ,0,0,0
43430,NNO,Existing Residential, ,0,0,0
43431,NNO,Existing Residential, ,0,0,0
43432,NNO,Existing Residential, ,0,0,0
43433,NNO,Existing Residential, ,0,0,0
43434,NNO,Existing Residential, ,0,0,0
43435,NNO,Existing Residential, ,0,0,0
43436,NNO,Existing Residential, ,0,0,0
43437,NNO,Existing Residential, ,0,0,0
43438,NNO,Existing Residential, ,0,0,0
43439,NNO,Existing Residential, ,0,0,0
43440,NNO,Existing Residential, ,0,0,0
43441,NNO,Existing Residential, ,0,0,0
43442,NNO,Existing Residential, ,0,0,0
43443,NNO,Existing Residential, ,0,0,0
43444,NNO,Existing Residential, ,0,0,0
43445,NNO,Existing Residential, ,0,0,0
43446,NNO,Existing Residential, ,0,0,0
43447,NNO,Existing Residential, ,0,0,0
43448,NNO,Existing Residential, ,0,0,0
43449,NNO,Existing Residential, ,0,0,0
43450,NNO,Existing Residential, ,0,0,0
43451,NNO,Existing Residential, ,0,0,0
43452,NNO,Existing Residential, ,0,0,0
43453,NNO,Existing Residential, ,0,0,0
43454,NNO,Existing Residential,Vinh Hoi,232.6,0,0
43455,NNO,Existing Residential, ,0,0,0
43456,NNO,Existing Residential, ,0,0,0
43457,NNO,Existing Residential, ,0,0,0
43458,NNO,Existing Residential, ,0,0,0
43459,NNO,Existing Residential,Doan Van Bo,180.18,0,0
43460,NNO,Existing Residential, ,0,0,0
43461,NNO,Existing Residential, ,0,0,0
43462,NNO,Existing Residential, ,0,0,0
43463,NNO,Existing Residential, ,0,0,0
43464,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
43465,NNO,Existing Residential, ,0,0,0
43466,NNO,Existing Residential, ,0,0,0
43467,NNO,Existing Residential, ,0,0,0
43468,NNO,Existing Residential, ,0,0,0
43469,NNO,Existing Residential, ,0,0,0
43470,NNO,Existing Residential, ,0,0,0
43471,NNO,Existing Residential, ,0,0,0
43472,NNO,Existing Residential, ,0,0,0
43473,NNO,Existing Residential,Ben Van Don,265.65,0,0
43474,NNO,Existing Residential, ,0,0,0
43475,NNO,Existing Residential, ,0,0,0
43476,NNO,Existing Residential, ,0,0,0
43477,NNO,Existing Residential, ,0,0,0
43478,NNO,Existing Residential, ,0,0,0
43479,NNO,Existing Residential, ,0,0,0
43480,NNO,Existing Residential, ,0,0,0
43481,NNO,Existing Residential, ,0,0,0
43482,NNO,Existing Residential, ,0,0,0
43483,NNO,Existing Residential, ,0,0,0
43484,NNO,Existing Residential, ,0,0,0
43485,NNO,Existing Residential, ,0,0,0
43486,NNO,Existing Residential, ,0,0,0
43487,NNO,Existing Residential, ,0,0,0
43488,NNO,Existing Residential, ,0,0,0
43489,NNO,Existing Residential, ,0,0,0
43490,NNO,Existing Residential, ,0,0,0
43491,GD,Educational, ,0,0,0
43492,NNO,Existing Residential, ,0,0,0
43493,NNO,Existing Residential, ,0,0,0
43494,NNO,Existing Residential, ,0,0,0
43495,NNO,Existing Residential, ,0,0,0
43496,NNO,Existing Residential, ,0,0,0
43497,NNO,Existing Residential, ,0,0,0
43498,NNO,Existing Residential, ,0,0,0
43499,NNO,Existing Residential, ,0,0,0
43500,NNO,Existing Residential, ,0,0,0
43501,NNO,Existing Residential, ,0,0,0
43502,NNO,Existing Residential, ,0,0,0
43503,NNO,Existing Residential, ,0,0,0
43504,NNO,Existing Residential, ,0,0,0
43505,NNO,Existing Residential, ,0,0,0
43506,NNO,Existing Residential,Ton Dan,181.05,0,0
43507,NNO,Existing Residential, ,0,0,0
43508,NNO,Existing Residential,Xom Chieu,180.04,0,0
43509,NNO,Existing Residential,Vinh Hoi,232.6,0,0
43510,NNO,Existing Residential,Ton That Thuyet,144.76,0,0
